"","Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary.Quote","X"
"1095","LKSD","LSC Communications, Inc.","8.21","$273.98M","2016","Miscellaneous","Publishing","https://www.nasdaq.com/symbol/lksd",NA
"1096","LTC","LTC Properties, Inc.","43.44","$1.72B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ltc",NA
"1097","LUB","Luby&#39;s, Inc.","1.47","$43.37M","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/lub",NA
"1098","LL","Lumber Liquidators Holdings, Inc","12.32","$352.21M","2007","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/ll",NA
"1099","LXFR","Luxfer Holdings PLC","22.37","$592.91M","2012","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/lxfr",NA
"1100","LXFT","Luxoft Holding, Inc.","42.87","$1.44B","2013","Technology","EDP Services","https://www.nasdaq.com/symbol/lxft",NA
"1101","LDL","Lydall, Inc.","32.48","$564.49M","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/ldl",NA
"1102","WLH","Lyon William Homes","13.11","$497.88M","2013","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/wlh",NA
"1103","LYB","LyondellBasell Industries NV","93.59","$36.44B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/lyb",NA
"1104","MTB","M&T Bank Corporation","162.63","$23.01B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mtb",NA
"1105","MDC","M.D.C. Holdings, Inc.","26.77","$1.51B","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/mdc",NA
"1106","MHO","M/I Homes, Inc.","22.05","$629.99M","1993","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/mho",NA
"1107","MAC","Macerich Company (The)","51.54","$7.27B","1994","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/mac",NA
"1108","CLI","Mack-Cali Realty Corporation","20.28","$1.83B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cli",NA
"1109","MIC","Macquarie Infrastructure Corporation ","41.96","$3.58B","2004","Energy","Oil Refining/Marketing","https://www.nasdaq.com/symbol/mic",NA
"1110","BMA","Macro Bank Inc.","37.43","$2.51B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bma",NA
"1111","M","Macy&#39;s Inc","32.34","$9.93B","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/m",NA
"1112","MMP","Magellan Midstream Partners L.P.","65.27","$14.89B","n/a","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/mmp",NA
"1113","MGA","Magna International, Inc.","47.53","$16.16B","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/mga",NA
"1114","MX","MagnaChip Semiconductor Corporation","8.96","$309.08M","2011","Technology","Semiconductors","https://www.nasdaq.com/symbol/mx",NA
"1115","MGY","Magnolia Oil & Gas Corporation","13.97","$2.38B","2017","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/mgy",NA
"1116","MNK","Mallinckrodt plc","27.48","$2.29B","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mnk",NA
"1117","MANU","Manchester United Ltd.","21.28","$3.5B","2012","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/manu",NA
"1118","MTW","Manitowoc Company, Inc. (The)","19.43","$690.47M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/mtw",NA
"1119","MN","Manning & Napier, Inc.","2.51","$38.49M","2011","Finance","Investment Managers","https://www.nasdaq.com/symbol/mn",NA
"1120","MAN","ManpowerGroup","75.39","$4.89B","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/man",NA
"1121","MFC","Manulife Financial Corp","15.9","$31.56B","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/mfc",NA
"1122","MRO","Marathon Oil Corporation","20.67","$17.66B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/mro",NA
"1123","MPC","Marathon Petroleum Corporation","73.92","$51.06B","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/mpc",NA
"1124","MMI","Marcus & Millichap, Inc.","32.27","$1.25B","2013","Finance","Real Estate","https://www.nasdaq.com/symbol/mmi",NA
"1125","MCS","Marcus Corporation (The)","42.61","$1.2B","n/a","Consumer Services","Movies/Entertainment","https://www.nasdaq.com/symbol/mcs",NA
"1126","MPX","Marine Products Corporation","23.08","$797.37M","n/a","Capital Goods","Marine Transportation","https://www.nasdaq.com/symbol/mpx",NA
"1127","HZO","MarineMax, Inc.","19.73","$444.21M","1998","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/hzo",NA
"1128","MKL","Markel Corporation","1120.52","$15.56B","1986","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/mkl",NA
"1129","VAC","Marriot Vacations Worldwide Corporation","89.96","$4.24B","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/vac",NA
"1130","MMC","Marsh & McLennan Companies, Inc.","80.46","$40.63B","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/mmc",NA
"1131","MLM","Martin Marietta Materials, Inc.","161.67","$10.19B","1994","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/mlm",NA
"1132","MAS","Masco Corporation","30.92","$9.51B","n/a","Basic Industries","Forest Products","https://www.nasdaq.com/symbol/mas",NA
"1133","DOOR","Masonite International Corporation","55.35","$1.53B","n/a","Basic Industries","Forest Products","https://www.nasdaq.com/symbol/door",NA
"1134","MTZ","MasTec, Inc.","43.04","$3.45B","n/a","Basic Industries","Water Supply","https://www.nasdaq.com/symbol/mtz",NA
"1135","MA","Mastercard Incorporated","203.06","$225.17B","2006","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ma",NA
"1136","MTDR","Matador Resources Company","31.74","$3.69B","2012","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/mtdr",NA
"1137","MTRN","Materion Corporation","54.18","$1.1B","n/a","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/mtrn",NA
"1138","MATX","Matson, Inc.","36.09","$1.54B","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/matx",NA
"1139","MLP","Maui Land & Pineapple Company, Inc.","11.31","$217.08M","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/mlp",NA
"1140","MAXR","Maxar Technologies Ltd.","31.12","$1.84B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/maxr",NA
"1141","MMS","Maximus, Inc.","64.69","$4.16B","1997","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/mms",NA
"1142","MXL","MaxLinear, Inc","16.69","$1.15B","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/mxl",NA
"1143","MBI","MBIA, Inc.","10.04","$910.52M","1987","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/mbi",NA
"1144","MKC","McCormick & Company, Incorporated","140.65","$18.52B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/mkc",NA
"1145","MDR","McDermott International, Inc.","14.22","$2.57B","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/mdr",NA
"1146","MCD","McDonald&#39;s Corporation","167.49","$129.94B","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/mcd",NA
"1147","MUX","McEwen Mining Inc.","2.34","$789.23M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/mux",NA
"1148","MCK","McKesson Corporation","132.39","$26.45B","n/a","Health Care","Other Pharmaceuticals","https://www.nasdaq.com/symbol/mck",NA
"1149","MDU","MDU Resources Group, Inc.","26.09","$5.11B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/mdu",NA
"1150","MTL","Mechel PAO","3.06","$764.27M","2004","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/mtl",NA
"1151","MRT","MedEquities Realty Trust, Inc.","8.6","$274.02M","2016","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/mrt",NA
"1152","MPW","Medical Properties Trust, Inc.","14.72","$5.37B","2005","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/mpw",NA
"1153","MED","MEDIFAST INC","203.97","$2.44B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/med",NA
"1154","MDLY","Medley Management Inc.","5.2","$157.21M","2014","Finance","Investment Managers","https://www.nasdaq.com/symbol/mdly",NA
"1155","MD","Mednax, Inc","43.18","$3.85B","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/md",NA
"1156","MDT","Medtronic plc","93.94","$127.11B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/mdt",NA
"1157","MRK","Merck & Company, Inc.","72.35","$192.42B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mrk",NA
"1158","MCY","Mercury General Corporation","50.42","$2.79B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/mcy",NA
"1159","MDP","Meredith Corporation","55.78","$2.51B","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/mdp",NA
"1160","MTH","Meritage Corporation","33.11","$1.35B","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/mth",NA
"1161","MTOR","Meritor, Inc.","16.82","$1.45B","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/mtor",NA
"1162","MTR","Mesa Royalty Trust","13.86","$25.83M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/mtr",NA
"1163","MSB","Mesabi Trust","29.11","$381.92M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/msb",NA
"1164","MEI","Methode Electronics, Inc.","28.76","$1.06B","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/mei",NA
"1165","MET","MetLife, Inc.","43.84","$43.61B","2000","Finance","Life Insurance","https://www.nasdaq.com/symbol/met",NA
"1166","MCB","Metropolitan Bank Holding Corp.","38.22","$313.68M","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/mcb",NA
"1167","MTD","Mettler-Toledo International, Inc.","558.34","$14.08B","1997","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/mtd",NA
"1168","MFA","MFA Financial, Inc.","7.03","$3.15B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/mfa",NA
"1169","MFCB","MFC Bancorp Ltd.","5.33","$66.81M","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/mfcb",NA
"1170","MTG","MGIC Investment Corporation","12.45","$4.51B","1991","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/mtg",NA
"1171","MGP","MGM Growth Properties LLC","28.28","$7.52B","2016","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/mgp",NA
"1172","MGM","MGM Resorts International","26.65","$14.34B","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/mgm",NA
"1173","KORS","Michael Kors Holdings Limited","58.06","$8.67B","2011","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/kors",NA
"1174","MFGP","Micro Focus Intl PLC","17.31","$7.42B","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mfgp",NA
